City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
446,Okhotsk,RU,59.3833,143.3,59.05,61,5,7.34,clear sky
447,Kasongo,CD,-4.45,26.6667,77.83,57,97,3.47,overcast clouds
448,Abu Dhabi,AE,24.4667,54.3667,95.11,63,0,5.75,clear sky
449,Abnub,EG,27.2696,31.1511,97.02,13,0,4.54,clear sky
450,Hay River,CA,60.8156,-115.7999,58.98,100,75,12.66,moderate rain
451,Talnakh,RU,69.4865,88.3972,55.18,60,10,3.96,clear sky
452,Nishihara,JP,26.1842,127.7558,78.46,97,90,31.07,thunderstorm
453,Virginia Beach,US,36.8529,-75.978,79.02,86,90,4.61,overcast clouds
454,Tiffin,US,41.1145,-83.178,87.82,66,18,10.16,few clouds
455,Byron Bay,AU,-28.65,153.6167,51.69,75,4,10.38,clear sky
456,Hachinohe,JP,40.5,141.5,73.98,87,100,4.14,overcast clouds
457,The Valley,AI,18.217,-63.0578,89.46,70,40,13.8,scattered clouds
458,Sambava,MG,-14.2667,50.1667,70.45,85,100,10.25,light rain
459,Campbeltown,GB,55.4258,-5.6076,63.55,90,79,2.77,light rain
460,Mondeville,FR,49.175,-0.3224,62.38,77,75,14.97,broken clouds
461,Iqaluit,CA,63.7506,-68.5145,51.53,58,90,19.57,overcast clouds
462,Clyde River,CA,70.4692,-68.5914,39.43,100,90,11.5,light intensity drizzle
463,Haapiti,PF,-17.5667,-149.8667,82.13,72,16,4.52,few clouds
464,Placido De Castro,BR,-10.3353,-67.1856,98.85,20,1,2.98,clear sky
465,Djambala,CG,-2.5447,14.7533,77.2,54,92,5.75,overcast clouds
466,Pitimbu,BR,-7.4706,-34.8086,75.79,77,26,20.2,scattered clouds
467,Morehead,US,37.2711,-87.1764,88.3,51,40,1.01,scattered clouds
468,Esso,RU,55.9333,158.7,48.24,76,84,4.52,broken clouds
469,Ayorou,NE,14.7308,0.9174,97.07,34,51,9.31,broken clouds
470,Voyvozh,RU,62.892,54.9635,48.27,85,97,7.31,overcast clouds
471,Nabire,ID,-3.3667,135.4833,74.55,91,85,2.84,overcast clouds
472,Santa Ana,US,33.7456,-117.8678,99.77,60,20,1.01,few clouds
473,Rio Grande,BR,-32.035,-52.0986,80.94,81,0,11.1,clear sky
474,Vila,PT,42.0304,-8.1588,56.34,92,20,3.62,few clouds
475,Camacari,BR,-12.6975,-38.3242,71.37,90,82,10.85,broken clouds
476,Aquiraz,BR,-3.9014,-38.3911,86.09,72,62,14.14,broken clouds
477,Forestville,US,38.8451,-76.875,77.68,89,90,5.75,moderate rain
478,Dolores,AR,-36.3132,-57.6792,72.39,59,74,5.19,broken clouds
479,Tutoia,BR,-2.7619,-42.2744,85.98,67,8,11.25,clear sky
480,Porto Torres,IT,40.835,8.3972,80.78,66,0,7.11,clear sky
481,Dubbo,AU,-32.25,148.6167,37.53,93,0,8.05,clear sky
482,Conselice,IT,44.5119,11.8312,88.14,41,38,8.59,scattered clouds
483,Plettenberg Bay,ZA,-34.0527,23.3716,59.14,66,100,2.19,overcast clouds
484,Khachrod,IN,23.4167,75.2833,73.72,87,100,7.47,overcast clouds
485,Alice Springs,AU,-23.7,133.8833,36.95,56,0,5.75,clear sky
486,Batagay-Alyta,RU,67.8006,130.4114,57.0,50,34,3.44,scattered clouds
487,Le Vauclin,MQ,14.5452,-60.8388,87.93,66,75,13.8,broken clouds
488,Bamako,ML,12.65,-8.0,73.81,94,40,5.75,thunderstorm with light rain
489,Celestun,MX,20.8667,-90.4,86.63,68,32,15.93,scattered clouds
490,Road Town,VG,18.4167,-64.6167,86.04,74,40,8.05,scattered clouds
491,Fukue,JP,32.6881,128.8419,82.54,80,100,9.33,overcast clouds
492,Muros,ES,42.7762,-9.0603,67.14,84,1,7.05,clear sky
493,Panzhihua,CN,26.5851,101.7128,72.77,89,100,1.77,overcast clouds
494,Manokwari,ID,-0.8667,134.0833,77.23,83,99,3.29,overcast clouds
495,Surab,PK,28.4914,66.2585,76.51,22,79,2.57,broken clouds
496,Cap Malheureux,MU,-19.9842,57.6142,71.47,73,23,3.0,light rain
497,Guymon,US,36.6828,-101.4816,97.48,30,1,21.85,clear sky
498,Belaya Gora,RU,68.5333,146.4167,53.78,73,24,2.68,few clouds
499,Coronel Fabriciano,BR,-19.5186,-42.6289,71.64,56,0,4.61,clear sky
500,Zhenhai,CN,24.2582,118.0905,79.48,88,99,2.59,overcast clouds
501,Cabedelo,BR,-6.9811,-34.8339,75.87,79,41,21.5,scattered clouds
502,Saint-Leu,RE,-21.15,55.2833,70.63,69,0,3.18,clear sky
503,Bay City,US,43.5945,-83.8889,85.1,65,40,4.61,scattered clouds
504,Banjar,ID,-8.19,114.9675,80.46,92,32,3.56,scattered clouds
505,Ous,RU,60.9058,61.5186,54.73,98,100,8.41,overcast clouds
506,Pindi Gheb,PK,33.2402,72.2661,93.92,45,27,7.61,scattered clouds
507,Umm Kaddadah,SD,13.6017,26.6876,83.28,48,64,12.15,broken clouds
508,Wasilla,US,61.5814,-149.4394,61.14,92,90,0.0,mist
509,Geraldton,AU,-28.7667,114.6,63.01,94,40,9.22,scattered clouds
510,Baruun-Urt,MN,46.6806,113.2792,64.96,55,100,5.73,overcast clouds
511,Kurilsk,RU,45.2333,147.8833,55.44,92,83,14.5,broken clouds
512,Sayan,PE,-11.1361,-77.1933,75.18,48,0,9.15,clear sky
513,Punta Alta,AR,-38.8759,-62.0736,54.82,46,3,11.21,clear sky
514,Clarksville,US,36.5298,-87.3595,89.85,57,20,5.75,few clouds
515,Cayenne,GF,4.9333,-52.3333,85.08,74,75,5.01,mist
516,Hokitika,NZ,-42.7167,170.9667,41.99,93,100,5.37,overcast clouds
517,Otane,NZ,-39.8833,176.6333,46.0,79,100,2.24,overcast clouds
518,Kyshtovka,RU,56.555,76.6271,61.52,91,99,4.59,overcast clouds
519,Lusambo,CD,-4.9667,23.45,75.61,30,89,0.98,overcast clouds
520,Plainview,US,40.7765,-73.4673,90.72,56,1,3.0,clear sky
521,Chara,RU,56.9064,118.2631,61.66,83,100,1.32,overcast clouds
522,Gweta,BW,-20.1833,25.2333,66.49,20,0,8.93,clear sky
523,Sebastian,US,35.1668,-94.2669,93.11,31,1,6.89,clear sky
524,Bosobolo,CD,4.1833,19.9,70.36,96,100,2.28,overcast clouds
525,Linxia,CN,35.6003,103.2064,61.81,61,100,9.01,overcast clouds
526,Bardiyah,LY,31.7561,25.0865,79.36,80,0,11.48,clear sky
527,Burns Lake,CA,54.2331,-125.7533,62.02,39,99,9.19,overcast clouds
528,Aloleng,PH,16.1307,119.7824,81.84,84,100,17.13,overcast clouds
529,Trairi,BR,-3.2778,-39.2689,81.27,69,56,15.19,broken clouds
530,Olafsvik,IS,64.8945,-23.7142,55.72,78,48,4.27,scattered clouds
531,Teya,RU,60.3778,92.6267,58.66,71,85,1.41,overcast clouds
532,Danville,US,36.586,-79.395,80.65,71,1,6.91,clear sky
533,Adre,TD,13.4667,22.2,74.12,75,82,5.99,broken clouds
534,Ambon,ID,-3.6954,128.1814,75.34,100,40,2.3,light rain
535,Bar Harbor,US,44.3876,-68.2039,87.35,67,1,11.5,clear sky
536,Itupiranga,BR,-5.1347,-49.3267,98.92,28,32,3.98,scattered clouds
537,Mareeba,AU,-17.0,145.4333,63.45,87,92,2.59,overcast clouds
538,Chulman,RU,56.8479,124.9104,53.91,90,100,6.38,overcast clouds
539,Merauke,ID,-8.4667,140.3333,73.6,82,40,11.56,scattered clouds
540,Mogzon,RU,51.7435,111.9606,55.54,98,100,2.19,light rain
541,San Clemente,US,33.427,-117.612,97.32,73,5,1.99,clear sky
542,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,87.6,66,20,4.61,few clouds
543,Ariquemes,BR,-9.9133,-63.0408,97.59,19,2,1.45,clear sky
544,Asfi,MA,32.2994,-9.2372,71.1,77,83,17.05,broken clouds
545,Tonj,SS,7.2737,28.6822,71.82,94,100,4.92,light rain
546,Richards Bay,ZA,-28.783,32.0377,61.23,83,0,4.16,clear sky
547,Fos-Sur-Mer,FR,43.4377,4.9446,71.65,88,0,6.91,clear sky
548,Miri,MY,4.4148,114.0089,77.14,88,40,18.41,light rain
549,Solenzo,BF,12.1833,-4.0833,77.63,79,52,6.26,broken clouds
550,Puno,PE,-15.8333,-70.0333,56.61,30,10,7.9,clear sky
551,Orlik,RU,52.5178,99.825,46.62,89,24,1.32,few clouds
552,Ojinaga,MX,29.5667,-104.4167,101.57,26,40,8.05,scattered clouds
553,Kibondo,TZ,-3.5864,30.7203,68.65,45,29,2.33,scattered clouds
554,Koungou,YT,-12.7336,45.2042,71.31,88,0,8.05,clear sky
555,Scarborough,GB,54.2797,-0.4044,63.97,79,97,1.99,overcast clouds
556,Khonsa,IN,27.0167,95.5667,70.68,98,100,2.44,overcast clouds
557,Smithers,CA,54.7804,-127.1743,59.32,67,75,5.75,broken clouds
558,Kedrovyy,RU,56.1667,91.8167,55.81,75,80,1.34,broken clouds
559,Knysna,ZA,-34.0363,23.0471,55.78,61,100,3.42,overcast clouds
560,Aasiaat,GL,68.7098,-52.8699,37.98,89,100,1.92,overcast clouds
561,Makaha,US,21.4694,-158.2175,84.11,65,75,4.61,broken clouds
562,Tual,ID,-5.6667,132.75,80.31,79,69,22.46,broken clouds
563,Pizarro,CO,4.9533,-77.366,81.07,77,68,8.1,broken clouds
564,Beisfjord,NO,68.3751,17.5988,64.45,55,99,6.31,overcast clouds
565,Mae Sai,TH,20.4335,99.8762,76.32,95,65,1.77,broken clouds
566,Marion,US,39.7684,-86.1555,88.56,61,75,9.22,broken clouds
567,Magadan,RU,59.5667,150.8,55.9,73,15,4.18,few clouds
568,Pacific Grove,US,36.6177,-121.9166,86.81,76,20,5.01,few clouds
569,Lumajang,ID,-8.1335,113.2248,73.83,94,98,0.4,overcast clouds
570,Thinadhoo,MV,0.5333,72.9333,82.22,74,100,9.33,overcast clouds
571,Coihaique,CL,-45.5752,-72.0662,46.35,57,75,3.44,broken clouds
572,Santiago,CL,-33.4569,-70.6483,49.44,81,90,4.61,mist
573,Sinaloa,MX,25.0,-107.5,94.1,53,87,3.0,overcast clouds
574,Bonfim,BR,3.0833,-59.95,87.03,59,98,2.08,moderate rain
575,Paragominas,BR,-2.9667,-47.4833,90.01,37,37,4.36,scattered clouds
576,Rocha,UY,-34.4833,-54.3333,71.73,74,7,6.2,clear sky
577,Safaga,EG,26.7292,33.9365,93.15,36,0,5.44,clear sky
578,Calama,CL,-22.4667,-68.9333,70.29,7,0,20.71,clear sky
579,Tahta,EG,26.7693,31.5021,96.91,14,0,5.01,clear sky
580,Margate,GB,51.3813,1.3862,62.91,82,87,1.99,overcast clouds
581,Suna,RU,57.8338,50.0588,58.23,86,99,3.62,overcast clouds
582,Mayo,US,38.8876,-76.5119,77.68,92,90,1.01,moderate rain
583,Kharan,PK,28.5833,65.4167,90.43,10,48,5.41,scattered clouds
584,Praia,CV,14.9215,-23.5087,81.14,83,75,11.5,broken clouds
585,Valparaiso,CL,-33.0393,-71.6273,55.04,80,90,2.3,mist
586,Bandiagara,ML,14.3501,-3.6104,84.85,58,39,11.7,scattered clouds
587,Mankera,PK,31.3866,71.4407,98.15,35,4,11.21,clear sky
588,Kamenka,RU,51.3223,42.7678,73.71,32,100,12.28,overcast clouds
589,Kamaishi,JP,39.2667,141.8833,77.04,96,100,6.4,light rain
590,Udachnyy,RU,66.4167,112.4,57.42,66,100,3.76,overcast clouds
591,Vanavara,RU,60.34,102.2797,51.3,66,25,1.3,scattered clouds
592,Beliu,RO,46.4833,21.9833,75.02,55,1,5.95,clear sky
593,Corum,TR,40.5,34.75,64.18,78,100,3.15,moderate rain
594,Nyurba,RU,63.2842,118.3319,61.83,86,100,9.1,overcast clouds
595,Jerantut,MY,3.936,102.3626,75.63,93,97,0.74,moderate rain
596,Tezu,IN,27.9167,96.1667,77.32,98,100,2.77,overcast clouds
597,Namanyere,TZ,-7.5167,31.05,65.14,51,25,4.32,scattered clouds
598,Lima,PE,-12.0432,-77.0282,62.85,72,90,11.5,overcast clouds
599,Naze,JP,28.3667,129.4833,80.04,89,100,24.63,heavy intensity rain
600,Burnie,AU,-41.0667,145.9167,41.92,76,99,7.85,overcast clouds
601,Homer,US,59.6425,-151.5483,67.08,79,1,9.22,clear sky
602,Dunedin,NZ,-45.8742,170.5036,39.79,72,100,1.99,overcast clouds
603,Dongsheng,CN,39.8161,109.9776,74.32,46,100,11.5,overcast clouds
604,Beloha,MG,-25.1667,45.05,63.34,86,0,4.59,clear sky
605,Surt,LY,31.2089,16.5887,82.13,74,0,13.18,clear sky
606,Sisimiut,GL,66.9395,-53.6735,41.29,94,100,9.24,light rain
607,Port Lincoln,AU,-34.7333,135.8667,51.3,78,0,10.49,clear sky
608,Stornoway,GB,58.2093,-6.3865,60.93,88,87,4.61,overcast clouds
609,Sangar,RU,63.9242,127.4739,59.14,53,76,14.94,broken clouds
610,Bintulu,MY,3.1667,113.0333,79.21,94,40,4.61,light rain
611,Palmer,US,42.1584,-72.3287,87.73,62,75,6.91,broken clouds
612,Stettler,CA,52.3168,-112.7186,74.95,41,9,14.97,clear sky
613,Pishin,PK,30.5803,66.9961,79.11,40,0,6.08,clear sky
614,Binzhou,CN,37.3667,118.0167,71.04,81,0,2.15,light rain
615,Kazanskaya,RU,45.4106,40.4361,76.48,64,100,6.13,light rain
616,Evensk,RU,61.95,159.2333,56.73,76,7,8.61,clear sky
617,Ingham,US,42.6,-84.3833,86.16,64,1,5.75,clear sky
618,Surgut,RU,61.25,73.4167,62.78,100,90,4.47,fog
619,Insch,GB,57.3427,-2.6132,63.07,95,25,9.75,scattered clouds
620,Grand-Santi,GF,4.25,-54.3833,80.31,95,43,0.89,scattered clouds
621,Eston,CA,51.1501,-108.7514,78.69,31,81,8.59,broken clouds
622,Laguna,US,38.421,-121.4238,95.65,40,1,5.75,clear sky
623,Severnyy,RU,50.677,36.5532,71.64,73,0,4.47,clear sky
624,Vicuna,CL,-30.0319,-70.7081,55.13,52,0,7.18,clear sky
625,Zhongshu,CN,24.5167,103.7667,64.92,95,100,3.8,overcast clouds
626,Waipawa,NZ,-41.4122,175.5153,47.93,86,100,8.86,overcast clouds
627,Mushie,CD,-3.0167,16.9,83.35,36,39,4.36,scattered clouds
628,Harrismith,ZA,-28.2728,29.1295,45.3,36,0,0.69,clear sky
629,Ranfurly,NZ,-45.1333,170.1,30.65,97,100,4.29,light snow
630,Bocas Del Toro,PA,9.3333,-82.25,88.07,76,95,7.16,overcast clouds
631,Sola,VU,-13.8833,167.55,78.35,77,89,20.67,overcast clouds
632,Aguimes,ES,27.9054,-15.4461,72.66,69,20,24.16,few clouds
633,Marsaxlokk,MT,35.8419,14.5431,84.07,78,0,10.36,clear sky
634,Irbil,IQ,36.1926,44.0106,94.82,14,20,11.5,few clouds
635,Carutapera,BR,-1.195,-46.02,79.11,85,83,6.89,broken clouds
636,Maralal,KE,1.0968,36.698,61.38,77,85,5.17,overcast clouds
637,Port-Gentil,GA,-0.7193,8.7815,75.16,94,90,9.22,light rain
638,Amapa,BR,1.0,-52.0,82.02,67,100,1.25,overcast clouds
639,Severodvinsk,RU,64.5635,39.8302,50.11,77,1,7.85,clear sky
640,Ewa Beach,US,21.3156,-158.0072,84.15,57,1,9.22,clear sky
641,Nzerekore,GN,7.7562,-8.8179,73.74,69,96,2.13,overcast clouds
642,Concepcion,CL,-36.827,-73.0498,57.0,58,75,11.5,broken clouds
643,Douglas,US,41.3,-96.167,82.22,74,40,11.5,thunderstorm
644,Bela,IN,25.9333,81.9833,79.45,91,86,6.6,overcast clouds
645,Oksfjord,NO,70.2396,22.3479,63.52,67,100,4.36,overcast clouds
646,Winchester,GB,51.0651,-1.3187,63.43,78,40,7.0,scattered clouds
647,Horqueta,PY,-23.3428,-57.0597,92.64,17,0,8.25,clear sky
648,Kyzyl-Suu,KG,42.3414,78.0056,61.47,42,0,4.74,clear sky
649,Wagar,SD,16.1525,36.2032,89.24,50,37,7.96,scattered clouds
650,Mabay,PH,6.0577,124.4666,75.42,94,100,4.79,moderate rain
651,Oktyabrskiy,RU,54.4815,53.471,60.49,55,51,1.21,broken clouds
652,Saint-Jean-Port-Joli,CA,47.2171,-70.2658,76.8,89,100,6.76,overcast clouds
653,Sao Felix Do Xingu,BR,-6.6447,-51.995,97.07,20,39,4.68,scattered clouds
654,Crotone,IT,39.0851,17.1178,74.93,72,0,10.16,clear sky
655,Lamu,KE,-2.2717,40.902,73.62,83,17,14.58,few clouds
656,Shache,CN,38.4167,77.2406,78.91,34,100,13.49,overcast clouds
657,Acapulco,MX,16.8634,-99.8901,85.82,74,40,8.05,scattered clouds
658,Canchungo,GW,12.0672,-16.0333,86.07,79,61,6.11,broken clouds
659,Azangaro,PE,-14.9167,-70.2167,61.75,11,1,5.61,clear sky
660,Santa Maria,BR,-29.6842,-53.8069,81.7,44,0,5.75,clear sky
661,Shiraz,IR,29.6036,52.5388,80.04,32,40,0.0,scattered clouds
662,Itarema,BR,-2.9248,-39.9167,81.37,68,93,18.37,overcast clouds
663,Emerald,AU,-23.5333,148.1667,51.94,54,0,10.36,clear sky
664,Prokopion,GR,38.7333,23.4833,81.1,47,0,0.63,clear sky
665,Baykit,RU,61.67,96.37,56.48,64,97,3.04,overcast clouds
666,Meru,KE,0.0463,37.6559,62.55,77,92,6.4,overcast clouds
667,Birjand,IR,32.8663,59.2211,75.67,15,0,6.91,clear sky
668,Balaguer,ES,41.7912,0.8109,78.76,43,88,5.14,overcast clouds
669,Keshabpur,BD,22.9183,89.2112,80.92,92,100,8.37,overcast clouds
670,Houma,US,29.5958,-90.7195,93.99,58,40,3.44,scattered clouds
671,Malakal,SS,9.5334,31.6605,73.0,96,100,4.85,overcast clouds
